id,loan_status,prob
59126,1,0.8597
59127,0,0.0074
59128,0,0.0201
59129,0,0.0092
59130,0,0.0153
59131,0,0.037
59132,0,0.2076
59133,1,0.8228
59134,0,0.0379
59135,0,0.0005
59136,0,0.0081
59137,0,0.0217
59138,0,0.0102
59139,0,0.0046
59140,0,0.0424
59141,1,0.9821
59142,0,0.1865
59143,0,0.0143
59144,0,0.0164
59145,0,0.0485
59146,0,0.1054
59147,0,0.021
59148,0,0.0216
59149,0,0.0187
59150,0,0.0115
59151,0,0.0191
59152,0,0.0276
59153,0,0.0039
59154,0,0.0483
59155,0,0.0831
59156,0,0.1061
59157,0,0.0145
59158,0,0.0358
59159,0,0.0134
59160,0,0.0449
59161,0,0.0091
59162,0,0.0087
59163,0,0.0143
59164,0,0.0235
59165,0,0.0886
59166,0,0.0046
59167,0,0.0193
59168,0,0.116
59169,1,0.97
59170,0,0.0153
59171,0,0.0093
59172,0,0.2282
59173,0,0.0029
59174,0,0.0105
59175,0,0.0073
59176,0,0.0278
59177,0,0.0089
59178,0,0.0042
59179,0,0.0066
59180,0,0.1576
59181,0,0.1541
59182,1,0.9598
59183,0,0.0212
59184,0,0.0454
59185,0,0.114
59186,0,0.0129
59187,0,0.0087
59188,0,0.0265
59189,0,0.0211
59190,0,0.0046
59191,0,0.0129
59192,0,0.1506
59193,0,0.0092
59194,0,0.2179
59195,0,0.0246
59196,0,0.0277
59197,0,0.0239
59198,0,0.0467
59199,0,0.0021
59200,1,0.9953
59201,0,0.0082
59202,0,0.007
59203,0,0.4741
59204,0,0.0138
59205,0,0.0075
59206,0,0.005
59207,0,0.0228
59208,0,0.0081
59209,0,0.0074
59210,0,0.0209
59211,0,0.0313
59212,0,0.0335
59213,0,0.0478
59214,0,0.0232
59215,0,0.0083
59216,0,0.022
59217,0,0.0071
59218,0,0.0037
59219,0,0.0076
59220,1,0.8023
59221,1,0.8872
59222,0,0.0267
59223,0,0.0111
59224,0,0.2064
59225,0,0.0078
59226,0,0.0055
59227,0,0.1145
59228,0,0.2284
59229,0,0.0015
59230,0,0.0051
59231,0,0.002
59232,0,0.0722
59233,0,0.0176
59234,0,0.0222
59235,0,0.0042
59236,0,0.0991
59237,0,0.0385
59238,0,0.0059
59239,0,0.2658
59240,0,0.0049
59241,0,0.026
59242,0,0.0308
59243,1,0.9845
59244,0,0.0181
59245,1,0.8966
59246,0,0.0182
59247,0,0.0295
59248,0,0.006
59249,0,0.1288
59250,0,0.4576
59251,0,0.0389
59252,0,0.0091
59253,0,0.0623
59254,0,0.0277
59255,0,0.0046
59256,0,0.0031
59257,1,0.9909
59258,0,0.0232
59259,1,0.9973
59260,0,0.0124
59261,0,0.0197
59262,0,0.0994
59263,0,0.0009
59264,0,0.0388
59265,1,0.5193
59266,0,0.0519
59267,0,0.1858
59268,0,0.0371
59269,0,0.0048
59270,1,0.988
59271,0,0.0073
59272,1,0.9648
59273,0,0.0178
59274,0,0.0963
59275,0,0.0146
59276,0,0.0516
59277,0,0.0094
59278,0,0.0497
59279,0,0.0101
59280,0,0.0055
59281,0,0.0634
59282,0,0.0083
59283,0,0.0108
59284,0,0.0056
59285,0,0.0231
59286,0,0.0604
59287,0,0.0202
59288,1,0.9879
59289,0,0.0074
59290,0,0.0469
59291,0,0.035
59292,0,0.0008
59293,0,0.0138
59294,1,0.9718
59295,0,0.2472
59296,0,0.0076
59297,0,0.0133
59298,0,0.0551
59299,0,0.0243
59300,0,0.0748
59301,0,0.0206
59302,0,0.0315
59303,0,0.0339
59304,0,0.0481
59305,0,0.1051
59306,0,0.0139
59307,0,0.0132
59308,0,0.008
59309,0,0.0089
59310,0,0.0061
59311,0,0.083
59312,0,0.09
59313,1,0.9479
59314,0,0.4692
59315,0,0.0081
59316,0,0.2442
59317,0,0.0386
59318,0,0.0166
59319,0,0.0684
59320,0,0.0163
59321,0,0.0595
59322,0,0.081
59323,0,0.047
59324,1,0.8065
59325,0,0.032
59326,0,0.0186
59327,0,0.0352
59328,0,0.0199
59329,0,0.0208
59330,0,0.0356
59331,0,0.0201
59332,0,0.012
59333,0,0.0048
59334,0,0.0444
59335,0,0.0162
59336,0,0.0507
59337,0,0.0125
59338,0,0.0674
59339,0,0.3367
59340,0,0.4458
59341,0,0.05
59342,0,0.0775
59343,0,0.0099
59344,0,0.0655
59345,0,0.0114
59346,0,0.0105
59347,0,0.0775
59348,0,0.0139
59349,0,0.0387
59350,0,0.0219
59351,0,0.0342
59352,0,0.0688
59353,1,0.9535
59354,1,0.9164
59355,0,0.0017
59356,0,0.0062
59357,0,0.0085
59358,0,0.0239
59359,0,0.027
59360,1,0.9889
59361,0,0.0097
59362,1,0.5714
59363,0,0.0032
59364,0,0.0029
59365,0,0.0051
59366,0,0.0045
59367,0,0.0397
59368,1,0.9312
59369,0,0.0444
59370,0,0.0082
59371,0,0.0067
59372,1,0.5384
59373,0,0.046
59374,0,0.0059
59375,1,0.9718
59376,1,0.9575
59377,0,0.1409
59378,0,0.0839
59379,0,0.0238
59380,0,0.0449
59381,0,0.0116
59382,0,0.0929
59383,1,0.9668
59384,0,0.0242
59385,0,0.0101
59386,0,0.0843
59387,1,0.976
59388,0,0.183
59389,0,0.0401
59390,0,0.1251
59391,0,0.0532
59392,0,0.2675
59393,1,0.9314
59394,1,0.9422
59395,0,0.0444
59396,0,0.0142
59397,0,0.0145
59398,0,0.0081
59399,0,0.0131
59400,0,0.0337
59401,0,0.0203
59402,0,0.079
59403,0,0.0197
59404,0,0.0167
59405,0,0.0026
59406,0,0.0139
59407,0,0.0424
59408,0,0.0367
59409,0,0.0257
59410,0,0.0023
59411,0,0.0113
59412,0,0.0182
59413,0,0.0014
59414,0,0.0672
59415,0,0.0286
59416,0,0.0053
59417,0,0.0072
59418,0,0.0078
59419,0,0.0026
59420,0,0.1219
59421,0,0.147
59422,0,0.0404
59423,0,0.03
59424,1,0.9596
59425,0,0.0473
59426,0,0.0054
59427,0,0.0073
59428,0,0.0717
59429,0,0.0073
59430,0,0.0028
59431,0,0.0391
59432,0,0.0066
59433,0,0.026
59434,0,0.0048
59435,0,0.0013
59436,0,0.004
59437,0,0.0152
59438,1,0.6245
59439,0,0.0384
59440,0,0.0049
59441,0,0.0196
59442,0,0.0042
59443,0,0.0032
59444,0,0.0602
59445,0,0.0484
59446,0,0.0353
59447,0,0.0112
59448,0,0.0079
59449,0,0.0106
59450,0,0.0374
59451,1,0.9825
59452,0,0.0381
59453,0,0.0213
59454,0,0.0363
59455,0,0.037
59456,0,0.0184
59457,1,0.9828
59458,0,0.0754
59459,0,0.1995
59460,0,0.1026
59461,0,0.0052
59462,1,0.8621
59463,0,0.0054
59464,0,0.3048
59465,0,0.0599
59466,0,0.0631
59467,0,0.0265
59468,0,0.0035
59469,0,0.0629
59470,0,0.0013
59471,0,0.0064
59472,0,0.0773
59473,0,0.0194
59474,0,0.0141
59475,0,0.0535
59476,0,0.015
59477,0,0.0134
59478,0,0.0106
59479,0,0.023
59480,0,0.0116
59481,0,0.1295
59482,1,0.9841
59483,0,0.0078
59484,0,0.0052
59485,0,0.0212
59486,0,0.086
59487,0,0.0147
59488,0,0.029
59489,0,0.0158
59490,0,0.0088
59491,1,0.9765
59492,0,0.0085
59493,0,0.014
59494,0,0.0033
59495,1,0.905
59496,0,0.0138
59497,1,0.9847
59498,0,0.0386
59499,0,0.031
59500,1,0.9959
59501,0,0.0201
59502,1,0.9201
59503,0,0.205
59504,0,0.0051
59505,0,0.0717
59506,0,0.0032
59507,0,0.0052
59508,0,0.0346
59509,0,0.013
59510,0,0.0417
59511,0,0.0033
59512,0,0.0047
59513,0,0.0818
59514,0,0.0107
59515,0,0.0415
59516,0,0.0242
59517,1,0.8241
59518,0,0.0061
59519,0,0.0048
59520,0,0.0125
59521,0,0.0324
59522,0,0.0566
59523,0,0.007
59524,0,0.006
59525,1,0.9174
59526,0,0.1738
59527,0,0.0169
59528,0,0.0539
59529,0,0.0481
59530,1,0.9577
59531,0,0.0106
59532,0,0.0007
59533,0,0.0428
59534,0,0.0575
59535,0,0.0286
59536,0,0.0355
59537,0,0.0092
59538,0,0.0637
59539,0,0.0308
59540,1,0.8666
59541,0,0.0101
59542,0,0.0398
59543,0,0.0241
59544,0,0.0274
59545,0,0.0211
59546,0,0.0241
59547,0,0.0235
59548,0,0.0063
59549,0,0.0262
59550,0,0.0078
59551,0,0.0276
59552,0,0.0079
59553,0,0.0113
59554,1,0.9516
59555,0,0.0123
59556,0,0.006
59557,0,0.0019
59558,0,0.0464
59559,0,0.0111
59560,0,0.0033
59561,0,0.0076
59562,0,0.0864
59563,0,0.0269
59564,0,0.1485
59565,0,0.0149
59566,0,0.0145
59567,0,0.0113
59568,0,0.0048
59569,0,0.0046
59570,0,0.0339
59571,0,0.0412
59572,0,0.0153
59573,0,0.0261
59574,1,0.9432
59575,0,0.0508
59576,0,0.0178
59577,0,0.0432
59578,1,0.8133
59579,0,0.0089
59580,0,0.0116
59581,0,0.02
59582,0,0.0214
59583,0,0.0172
59584,0,0.0023
59585,0,0.0179
59586,0,0.0096
59587,0,0.0077
59588,0,0.142
59589,0,0.1648
59590,0,0.0035
59591,0,0.1798
59592,0,0.0262
59593,0,0.0112
59594,0,0.3155
59595,0,0.0106
59596,0,0.0866
59597,1,0.9262
59598,0,0.0375
59599,0,0.1003
59600,1,0.9052
59601,0,0.001
59602,0,0.1057
59603,0,0.0394
59604,0,0.0168
59605,0,0.0037
59606,0,0.0179
59607,0,0.0495
59608,0,0.0202
59609,0,0.0033
59610,1,0.9776
59611,0,0.0092
59612,1,0.9663
59613,0,0.0812
59614,0,0.2115
59615,0,0.0152
59616,0,0.0603
59617,0,0.056
59618,0,0.0826
59619,0,0.0136
59620,0,0.0046
59621,0,0.019
59622,0,0.0109
59623,0,0.058
59624,0,0.0513
59625,0,0.0253
59626,0,0.0238
59627,0,0.069
59628,0,0.0051
59629,0,0.003
59630,0,0.0509
59631,0,0.0027
59632,0,0.0132
59633,0,0.0146
59634,0,0.0063
59635,0,0.0052
59636,0,0.0548
59637,0,0.0309
59638,1,0.9931
59639,0,0.0077
59640,0,0.0138
59641,0,0.0176
59642,0,0.0075
59643,0,0.0673
59644,0,0.0365
59645,0,0.3347
59646,0,0.0136
59647,1,0.9696
59648,0,0.0069
59649,0,0.0135
59650,0,0.0036
59651,0,0.0025
59652,0,0.0085
59653,0,0.0056
59654,0,0.0773
59655,0,0.0291
59656,0,0.1155
59657,1,0.9064
59658,0,0.0054
59659,0,0.0442
59660,0,0.1435
59661,0,0.0035
59662,1,0.9244
59663,0,0.0492
59664,0,0.0581
59665,0,0.032
59666,0,0.0289
59667,0,0.0072
59668,0,0.0149
59669,0,0.0115
59670,0,0.0862
59671,0,0.0057
59672,0,0.0068
59673,0,0.0142
59674,1,0.5285
59675,0,0.0015
59676,0,0.0826
59677,1,0.9166
59678,0,0.0103
59679,0,0.0234
59680,0,0.004
59681,0,0.0157
59682,0,0.0405
59683,0,0.0059
59684,0,0.0384
59685,0,0.0243
59686,0,0.1652
59687,0,0.0279
59688,0,0.0221
59689,0,0.1613
59690,0,0.0013
59691,0,0.0065
59692,0,0.0869
59693,0,0.0114
59694,0,0.1212
59695,0,0.0112
59696,1,0.9338
59697,0,0.0057
59698,0,0.0212
59699,0,0.0178
59700,0,0.0195
59701,0,0.0051
59702,0,0.0098
59703,0,0.0321
59704,0,0.0058
59705,0,0.1048
59706,0,0.0245
59707,0,0.0274
59708,0,0.0451
59709,0,0.0413
59710,0,0.0219
59711,0,0.0458
59712,0,0.014
59713,0,0.0701
59714,1,0.8679
59715,1,0.8361
59716,0,0.0229
59717,0,0.0047
59718,0,0.0382
59719,1,0.9786
59720,0,0.0105
59721,1,0.7882
59722,0,0.0177
59723,0,0.0123
59724,0,0.1887
59725,0,0.0201
59726,0,0.0058
59727,0,0.0476
59728,0,0.0059
59729,0,0.0032
59730,0,0.0976
59731,0,0.0306
59732,0,0.317
59733,0,0.0199
59734,0,0.0428
59735,0,0.0018
59736,0,0.0515
59737,0,0.0064
59738,0,0.451
59739,0,0.0193
59740,0,0.0147
59741,0,0.0091
59742,0,0.1587
59743,0,0.0122
59744,0,0.0779
59745,0,0.0149
59746,0,0.0187
59747,1,0.9969
59748,0,0.0148
59749,0,0.0206
59750,0,0.1125
59751,0,0.0071
59752,0,0.0309
59753,0,0.0058
59754,0,0.0053
59755,0,0.0163
59756,0,0.0062
59757,0,0.0108
59758,0,0.0397
59759,0,0.0108
59760,0,0.0767
59761,0,0.0125
59762,0,0.1789
59763,0,0.0018
59764,0,0.087
59765,0,0.0063
59766,0,0.1209
59767,0,0.0347
59768,0,0.0032
59769,0,0.0207
59770,0,0.0584
59771,0,0.011
59772,0,0.0151
59773,0,0.0161
59774,0,0.0473
59775,0,0.1034
59776,0,0.1622
59777,0,0.1124
59778,0,0.0054
59779,0,0.0438
59780,0,0.0033
59781,0,0.0212
59782,0,0.0219
59783,0,0.0284
59784,0,0.0079
59785,0,0.0059
59786,0,0.2251
59787,0,0.4251
59788,0,0.0277
59789,0,0.0406
59790,0,0.0204
59791,0,0.0023
59792,0,0.0159
59793,0,0.0232
59794,1,0.9376
59795,1,0.9482
59796,0,0.0077
59797,0,0.0299
59798,0,0.0058
59799,0,0.0065
59800,0,0.05
59801,0,0.0149
59802,0,0.1212
59803,0,0.1449
59804,0,0.0572
59805,0,0.0022
59806,0,0.012
59807,0,0.0079
59808,0,0.0047
59809,0,0.0121
59810,0,0.013
59811,0,0.0199
59812,0,0.0099
59813,0,0.0083
59814,0,0.0038
59815,0,0.2532
59816,0,0.1667
59817,0,0.0043
59818,1,0.7961
59819,0,0.1749
59820,0,0.0274
59821,0,0.0595
59822,0,0.0193
59823,0,0.0239
59824,0,0.0173
59825,0,0.0065
59826,0,0.0335
59827,0,0.1392
59828,0,0.0501
59829,0,0.0547
59830,0,0.0143
59831,0,0.0119
59832,0,0.0698
59833,0,0.0822
59834,0,0.0115
59835,0,0.0117
59836,0,0.0335
59837,0,0.0757
59838,0,0.0551
59839,0,0.0378
59840,0,0.0589
59841,1,0.9924
59842,0,0.0129
59843,0,0.0206
59844,0,0.2701
59845,0,0.0312
59846,0,0.0032
59847,0,0.0175
59848,0,0.0121
59849,0,0.0017
59850,1,0.9845
59851,0,0.0018
59852,0,0.0142
59853,0,0.0177
59854,0,0.0041
59855,0,0.0225
59856,0,0.0055
59857,0,0.0599
59858,1,0.9796
59859,0,0.0273
59860,1,0.9424
59861,0,0.0063
59862,0,0.0168
59863,0,0.0065
59864,0,0.0183
59865,0,0.0192
59866,0,0.0457
59867,0,0.0695
59868,0,0.0082
59869,0,0.0161
59870,0,0.0031
59871,0,0.0074
59872,0,0.0132
59873,0,0.0048
59874,0,0.0244
59875,0,0.0855
59876,0,0.0038
59877,0,0.0397
59878,1,0.983
59879,0,0.0155
59880,1,0.9626
59881,0,0.0024
59882,0,0.0389
59883,0,0.0643
59884,0,0.0304
59885,0,0.0337
59886,0,0.0482
59887,1,0.8413
59888,0,0.0141
59889,0,0.0076
59890,0,0.0066
59891,1,0.5712
59892,0,0.0089
59893,0,0.0143
59894,0,0.0182
59895,0,0.1402
59896,0,0.0058
59897,0,0.0119
59898,0,0.0119
59899,0,0.0148
59900,0,0.0138
59901,1,0.9043
59902,0,0.0253
59903,0,0.0115
59904,0,0.1101
59905,0,0.0279
59906,0,0.2331
59907,0,0.0109
59908,0,0.0075
59909,0,0.0504
59910,0,0.0652
59911,0,0.0251
59912,0,0.0181
59913,0,0.0026
59914,0,0.0907
59915,0,0.0148
59916,0,0.0049
59917,0,0.0164
59918,0,0.0059
59919,0,0.0246
59920,0,0.0432
59921,0,0.0709
59922,0,0.0327
59923,0,0.0608
59924,0,0.0045
59925,1,0.9495
59926,0,0.012
59927,0,0.0186
59928,0,0.0055
59929,0,0.0057
59930,0,0.016
59931,0,0.0112
59932,0,0.0357
59933,0,0.0201
59934,0,0.0094
59935,0,0.0043
59936,0,0.0328
59937,0,0.0589
59938,0,0.0719
59939,0,0.35
59940,1,0.7778
59941,0,0.0036
59942,0,0.0084
59943,0,0.0318
59944,0,0.0268
59945,0,0.0209
59946,0,0.0305
59947,0,0.0071
59948,0,0.0255
59949,1,0.9846
59950,0,0.0147
59951,0,0.0617
59952,0,0.0077
59953,0,0.109
59954,0,0.0369
59955,0,0.0021
59956,0,0.0079
59957,0,0.1259
59958,0,0.0203
59959,0,0.0166
59960,0,0.0034
59961,0,0.0334
59962,0,0.1167
59963,0,0.0067
59964,0,0.002
59965,0,0.0083
59966,1,0.8747
59967,0,0.0186
59968,0,0.0037
59969,0,0.006
59970,0,0.0713
59971,1,0.983
59972,1,0.8551
59973,0,0.0333
59974,0,0.0077
59975,0,0.0323
59976,0,0.0073
59977,0,0.0773
59978,0,0.1117
59979,0,0.022
59980,1,0.9518
59981,0,0.0249
59982,1,0.9412
59983,0,0.0526
59984,0,0.007
59985,0,0.0385
59986,0,0.0245
59987,0,0.0187
59988,0,0.087
59989,0,0.0116
59990,0,0.037
59991,0,0.08
59992,0,0.003
59993,0,0.0087
59994,0,0.0552
59995,1,0.9811
59996,0,0.0188
59997,0,0.0582
59998,0,0.041
59999,0,0.0066
60000,0,0.002
60001,0,0.0082
60002,0,0.107
60003,0,0.0176
60004,0,0.0104
60005,0,0.0287
60006,0,0.0298
60007,0,0.0256
60008,0,0.0166
60009,0,0.0104
60010,0,0.0796
60011,0,0.0165
60012,0,0.0911
60013,0,0.0055
60014,0,0.0486
60015,0,0.0288
60016,0,0.2656
60017,0,0.1214
60018,0,0.0255
60019,1,0.9402
60020,0,0.0459
60021,0,0.0091
60022,0,0.2613
60023,0,0.0215
60024,1,0.9834
60025,0,0.0276
60026,0,0.147
60027,1,0.5777
60028,0,0.0077
60029,1,0.9872
60030,1,0.9065
60031,0,0.0736
60032,0,0.0493
60033,0,0.0038
60034,0,0.0022
60035,0,0.1051
60036,0,0.0106
60037,0,0.0051
60038,0,0.0157
60039,0,0.0126
60040,0,0.0479
60041,0,0.0377
60042,0,0.0221
60043,0,0.0182
60044,0,0.0724
60045,0,0.0072
60046,0,0.2008
60047,0,0.031
60048,0,0.0016
60049,0,0.0719
60050,0,0.0344
60051,1,0.9798
60052,0,0.0142
60053,0,0.0145
60054,0,0.0017
60055,0,0.0251
60056,0,0.0474
